index,Track,Artist,Year,Duration,Time_Signature,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Popularity,Genre,index,Artist,artist_start_year,artist_end_year,artist_career_length,years_since_debut
139,Seven Seas,Echo & the Bunnymen,1984,199386,4,0.556,0.829,0,-5.123,1,0.0373,0.105,7.22e-05,0.29,0.793,134.382,37,Alt. Rock,795,Echo & the Bunnymen,1980,1997,17,4
140,The Killing Moon,Echo & the Bunnymen,1984,348293,4,0.568,0.829,7,-7.066,1,0.0303,0.218,0.00418,0.0976,0.79,124.201,56,Alt. Rock,795,Echo & the Bunnymen,1980,1997,17,4
141,Bring on the Dancing Horses,Echo & the Bunnymen,1985,235800,4,0.568,0.926,2,-5.274,1,0.0405,0.0064,0.00486,0.315,0.755,118.448,54,Alt. Rock,795,Echo & the Bunnymen,1980,1997,17,5
142,Lips Like Sugar,Echo & the Bunnymen,1987,291866,4,0.552,0.934,4,-4.039,1,0.0299,0.00448,0.0212,0.258,0.863,130.001,53,Alt. Rock,795,Echo & the Bunnymen,1980,1997,17,7
143,Never Stop,Echo & the Bunnymen,1990,285866,4,0.667,0.867,4,-7.284,0,0.0352,0.438,0.01,0.134,0.916,137.185,33,Alt. Rock,795,Echo & the Bunnymen,1980,1997,17,10
144,Nothing Lasts Forever,Echo & the Bunnymen,1997,235119,4,0.432,0.654,0,-5.345,1,0.0273,0.028,1.33e-05,0.176,0.399,83.85,44,Alt. Rock,795,Echo & the Bunnymen,1980,1997,17,17
145,Alison,Elvis Costello,1977,204533,4,0.557,0.32,1,-10.792,0,0.0438,0.739,3.99e-05,0.112,0.377,176.647,52,Alt. Rock,826,Elvis Costello,1977,1977,0,0
146,Watching The Detectives,Elvis Costello,1977,226040,4,0.777,0.371,9,-12.208,0,0.0602,0.015,1.57e-05,0.158,0.824,133.598,36,Alt. Rock,826,Elvis Costello,1977,1977,0,0
147,(I Don't Want To Go To) Chelsea - 2021 Remaster,Elvis Costello & The Attractions,1978,190306,4,0.515,0.832,11,-5.643,0,0.0398,0.0664,0.000486,0.055,0.952,166.728,43,Alt. Rock,827,Elvis Costello & The Attractions,1978,1983,5,0
148,"(What's So Funny 'Bout) Peace,Love And Understanding",Elvis Costello & The Attractions,1978,211630,4,0.381,0.918,7,-9.451,1,0.0803,0.000466,0.0511,0.321,0.368,142.34,40,Alt. Rock,827,Elvis Costello & The Attractions,1978,1983,5,0
149,Pump It Up - 2021 Remaster,Elvis Costello & The Attractions,1978,196680,4,0.645,0.809,11,-6.12,1,0.0385,0.00921,0.00108,0.106,0.966,138.978,57,Alt. Rock,827,Elvis Costello & The Attractions,1978,1983,5,0
150,"Radio,Radio - 2021 Remaster",Elvis Costello & The Attractions,1978,186213,4,0.596,0.872,4,-4.925,1,0.0796,0.135,3.23e-06,0.278,0.899,146.734,44,Alt. Rock,827,Elvis Costello & The Attractions,1978,1983,5,0
151,Accidents Will Happen,Elvis Costello & The Attractions,1979,181720,4,0.608,0.597,0,-11.115,1,0.0276,0.0441,0.00342,0.285,0.736,120.077,37,Alt. Rock,827,Elvis Costello & The Attractions,1978,1983,5,1
152,Oliver's Army,Elvis Costello & The Attractions,1979,180840,4,0.527,0.725,4,-9.405,1,0.0287,0.336,0.0,0.221,0.94,143.162,49,Alt. Rock,827,Elvis Costello & The Attractions,1978,1983,5,1
153,Everyday I Write The Book,Elvis Costello & The Attractions,1983,234306,4,0.651,0.755,1,-9.102,0,0.0337,0.315,0.000174,0.235,0.716,102.229,48,Alt. Rock,827,Elvis Costello & The Attractions,1978,1983,5,5
154,Shipbuilding,Elvis Costello & The Attractions,1983,292720,3,0.356,0.296,7,-13.676,1,0.0322,0.731,1.89e-05,0.15,0.166,142.869,38,Alt. Rock,827,Elvis Costello & The Attractions,1978,1983,5,5
155,Santa Monica,Everclear,1997,191506,4,0.491,0.942,7,-5.333,1,0.109,0.156,0.0,0.367,0.398,100.441,68,Alt. Rock,862,Everclear,1997,1997,0,0
156,Wonderful,Everclear,1997,280813,4,0.514,0.817,7,-6.489,1,0.05,0.0118,8.25e-06,0.346,0.734,186.765,54,Alt. Rock,862,Everclear,1997,1997,0,0
157,Dog Days Are Over,Florence + The Machine,2008,251840,4,0.492,0.81,7,-5.315,1,0.0847,0.0416,0.00379,0.117,0.245,149.954,75,Alt. Rock,908,Florence + The Machine,2008,2018,10,0
158,Kiss With A Fist,Florence + The Machine,2008,123333,4,0.367,0.801,2,-5.396,1,0.137,0.0024,0.000273,0.0603,0.624,107.014,55,Alt. Rock,908,Florence + The Machine,2008,2018,10,0
159,Cosmic Love,Florence + The Machine,2009,255133,4,0.524,0.803,9,-5.56,0,0.0366,0.145,0.000191,0.115,0.0827,140.003,61,Alt. Rock,908,Florence + The Machine,2008,2018,10,1
160,Rabbit Heart (Raise It Up),Florence + The Machine,2009,232146,4,0.607,0.853,9,-3.524,0,0.0443,0.0553,3e-05,0.301,0.389,116.977,48,Alt. Rock,908,Florence + The Machine,2008,2018,10,1
161,Shake It Out,Florence + The Machine,2011,277720,4,0.528,0.804,10,-4.168,1,0.0358,0.0104,0.0,0.105,0.222,107.48,63,Alt. Rock,908,Florence + The Machine,2008,2018,10,3
162,What The Water Gave Me,Florence + The Machine,2011,333466,4,0.492,0.565,0,-6.445,0,0.0319,0.00933,0.000224,0.114,0.183,124.095,45,Alt. Rock,908,Florence + The Machine,2008,2018,10,3
163,Spectrum (Say My Name) - Calvin Harris Remix,Florence + The Machine,2012,218190,4,0.578,0.946,11,-3.85,0,0.0482,0.00225,0.00412,0.0966,0.588,126.092,57,Alt. Rock,908,Florence + The Machine,2008,2018,10,4
164,Ship To Wreck,Florence + The Machine,2015,234526,4,0.564,0.923,9,-3.843,0,0.0325,0.00147,0.0,0.277,0.587,141.991,56,Alt. Rock,908,Florence + The Machine,2008,2018,10,7
165,Hunger,Florence + The Machine,2018,214666,4,0.729,0.675,2,-5.62,0,0.0415,0.53,0.0,0.0985,0.332,116.016,59,Alt. Rock,908,Florence + The Machine,2008,2018,10,10
166,Big Me,Foo Fighters,1995,132840,4,0.579,0.708,0,-10.419,1,0.0374,0.442,0.0,0.11,0.846,130.97,64,Alt. Rock,915,Foo Fighters,1995,2011,16,0
167,Everlong,Foo Fighters,1997,250546,4,0.413,0.881,11,-5.541,0,0.0367,5.99e-05,0.000308,0.0805,0.364,158.066,83,Alt. Rock,915,Foo Fighters,1995,2011,16,2
168,Monkey Wrench,Foo Fighters,1997,231480,4,0.401,0.953,4,-4.276,1,0.0752,1.83e-05,2.56e-05,0.149,0.555,174.217,69,Alt. Rock,915,Foo Fighters,1995,2011,16,2
169,My Hero,Foo Fighters,1998,260026,4,0.398,0.927,9,-4.212,1,0.0567,6.2e-05,0.000177,0.0575,0.311,77.106,75,Alt. Rock,915,Foo Fighters,1995,2011,16,3
170,Learn to Fly,Foo Fighters,1999,235293,4,0.465,0.919,4,-4.025,1,0.0408,1.83e-05,2.07e-05,0.262,0.537,135.997,76,Alt. Rock,915,Foo Fighters,1995,2011,16,4
171,All My Life,Foo Fighters,2002,263440,4,0.577,0.604,5,-5.703,1,0.0495,0.000218,0.000579,0.477,0.637,167.719,72,Alt. Rock,915,Foo Fighters,1995,2011,16,7
172,Times Like These,Foo Fighters,2003,265560,4,0.376,0.908,4,-3.793,0,0.0879,1.4e-05,1.4e-05,0.241,0.266,144.581,68,Alt. Rock,915,Foo Fighters,1995,2011,16,8
173,Best of You,Foo Fighters,2005,255626,4,0.366,0.94,1,-5.119,0,0.0696,0.000769,9.42e-05,0.188,0.369,130.198,75,Alt. Rock,915,Foo Fighters,1995,2011,16,10
174,The Pretender,Foo Fighters,2007,269373,4,0.433,0.959,9,-4.04,1,0.0431,0.000917,0.0,0.028,0.365,172.984,78,Alt. Rock,915,Foo Fighters,1995,2011,16,12
175,Walk,Foo Fighters,2011,255960,4,0.234,0.865,9,-5.131,1,0.0516,3.62e-05,0.000532,0.289,0.194,137.107,68,Alt. Rock,915,Foo Fighters,1995,2011,16,16
176,Only Happy When It Rains,Garbage,1995,236533,4,0.511,0.827,1,-4.55,0,0.0323,3.77e-05,0.00103,0.208,0.486,121.459,55,Alt. Rock,969,Garbage,1995,1999,4,0
177,Vow,Garbage,1995,270133,4,0.486,0.911,5,-4.18,1,0.0443,8.45e-05,0.00364,0.613,0.362,126.393,33,Alt. Rock,969,Garbage,1995,1999,4,0
178,#1 Crush,Garbage,1996,285106,4,0.635,0.647,7,-7.055,0,0.0235,0.000256,0.00132,0.358,0.464,94.196,40,Alt. Rock,969,Garbage,1995,1999,4,1
179,Stupid Girl - Remastered 2015,Garbage,1996,258533,4,0.634,0.756,1,-4.81,0,0.0332,0.00251,0.000441,0.0427,0.661,119.948,51,Alt. Rock,969,Garbage,1995,1999,4,1
180,I Think I'm Paranoid,Garbage,1998,218134,4,0.559,0.772,0,-6.947,1,0.033,0.000553,0.0332,0.435,0.477,113.875,51,Alt. Rock,969,Garbage,1995,1999,4,3
181,Milk,Garbage,1998,234573,4,0.544,0.763,4,-6.556,0,0.0256,0.0192,0.00159,0.154,0.603,95.018,35,Alt. Rock,969,Garbage,1995,1999,4,3
182,Push It,Garbage,1998,242533,4,0.564,0.909,0,-6.471,1,0.0311,0.00034,0.11,0.0746,0.892,123.895,42,Alt. Rock,969,Garbage,1995,1999,4,3
183,Special,Garbage,1998,223602,4,0.443,0.944,0,-3.71,0,0.0377,8.79e-05,0.000542,0.369,0.573,131.828,42,Alt. Rock,969,Garbage,1995,1999,4,3
184,The World Is Not Enough,Garbage,1999,237733,4,0.477,0.855,10,-4.612,0,0.03,0.0421,0.0843,0.126,0.462,85.806,39,Alt. Rock,969,Garbage,1995,1999,4,4
185,When I Grow Up,Garbage,1999,204527,4,0.581,0.841,7,-7.183,0,0.0386,0.000772,2.52e-05,0.754,0.742,139.873,45,Alt. Rock,969,Garbage,1995,1999,4,4
186,Allison Road,Gin Blossoms,1992,199240,4,0.544,0.895,2,-7.253,1,0.0457,0.00666,0.0,0.105,0.932,134.65,49,Alt. Rock,1019,Gin Blossoms,1992,1996,4,0
187,Found Out About You,Gin Blossoms,1992,233400,4,0.539,0.826,7,-8.037,1,0.0276,0.00224,0.0451,0.0832,0.669,134.718,60,Alt. Rock,1019,Gin Blossoms,1992,1996,4,0
188,Hey Jealousy,Gin Blossoms,1992,236626,4,0.471,0.797,6,-8.407,0,0.0389,0.000179,6.49e-06,0.299,0.497,152.903,63,Alt. Rock,1019,Gin Blossoms,1992,1996,4,0
189,Mrs. Rita,Gin Blossoms,1992,265866,4,0.508,0.807,4,-8.71,0,0.0318,8.12e-05,1.2e-05,0.109,0.817,142.777,29,Alt. Rock,1019,Gin Blossoms,1992,1996,4,0
190,Until I Fall Away,Gin Blossoms,1992,232600,4,0.641,0.696,1,-9.456,0,0.0266,0.00768,0.0258,0.0485,0.82,122.721,45,Alt. Rock,1019,Gin Blossoms,1992,1996,4,0
191,Follow You Down,Gin Blossoms,1996,270066,4,0.461,0.924,4,-7.047,0,0.0449,0.0123,0.0,0.0342,0.68,155.829,54,Alt. Rock,1019,Gin Blossoms,1992,1996,4,4
192,Not Only Numb,Gin Blossoms,1996,186400,4,0.614,0.685,7,-8.309,1,0.0261,0.0872,0.0,0.339,0.748,112.519,38,Alt. Rock,1019,Gin Blossoms,1992,1996,4,4
193,Basket Case,Green Day,1994,181533,4,0.442,0.943,3,-3.205,1,0.0602,0.00293,8.71e-06,0.091,0.781,85.064,83,Alt. Rock,1055,Green Day,1994,2009,15,0
194,Longview,Green Day,1994,233240,4,0.381,0.732,10,-7.594,0,0.0536,0.00834,0.0101,0.0854,0.814,142.504,67,Alt. Rock,1055,Green Day,1994,2009,15,0
195,When I Come Around,Green Day,1994,178000,4,0.531,0.909,11,-4.236,1,0.034,0.0175,0.0,0.231,0.814,97.546,80,Alt. Rock,1055,Green Day,1994,2009,15,0
196,Good Riddance (Time of Your Life),Green Day,1997,153466,4,0.475,0.432,7,-7.844,1,0.0302,0.183,0.0,0.161,0.648,94.605,81,Alt. Rock,1055,Green Day,1994,2009,15,3
197,Minority,Green Day,2000,168226,4,0.551,0.965,0,-2.772,1,0.0452,0.00576,0.0,0.171,0.708,137.841,60,Alt. Rock,1055,Green Day,1994,2009,15,6
198,American Idiot,Green Day,2004,176346,4,0.38,0.988,1,-2.042,1,0.0639,2.64e-05,7.86e-05,0.368,0.769,186.113,80,Alt. Rock,1055,Green Day,1994,2009,15,10
199,Boulevard of Broken Dreams,Green Day,2004,262333,4,0.496,0.682,8,-4.095,1,0.0294,0.00552,2.94e-05,0.0589,0.474,167.06,72,Alt. Rock,1055,Green Day,1994,2009,15,10
200,Holiday,Green Day,2004,232680,4,0.552,0.89,8,-3.409,1,0.0342,0.000143,0.0,0.888,0.716,146.525,64,Alt. Rock,1055,Green Day,1994,2009,15,10
201,Wake Me up When September Ends,Green Day,2004,285653,4,0.546,0.814,7,-5.146,1,0.0314,0.023,0.0,0.0972,0.146,104.98,77,Alt. Rock,1055,Green Day,1994,2009,15,10
202,21 Guns,Green Day,2009,321093,4,0.268,0.742,5,-4.939,1,0.0355,0.0518,0.0,0.626,0.416,159.779,75,Alt. Rock,1055,Green Day,1994,2009,15,15
203,Pardon Me,Incubus,1999,223746,4,0.579,0.812,1,-6.509,0,0.0693,0.00114,0.00333,0.115,0.278,152.002,68,Alt. Rock,1155,Incubus,1999,2006,7,0
204,Stellar,Incubus,1999,200493,4,0.582,0.765,9,-6.544,1,0.0376,0.00106,0.0506,0.344,0.528,128.164,62,Alt. Rock,1155,Incubus,1999,2006,7,0
205,Drive,Incubus,2000,232453,4,0.645,0.792,4,-7.34,0,0.036,0.0562,0.0121,0.119,0.666,90.565,78,Alt. Rock,1155,Incubus,1999,2006,7,1
206,Are You In?,Incubus,2001,264200,4,0.526,0.587,2,-8.733,1,0.039,0.24,0.243,0.886,0.364,93.986,58,Alt. Rock,1155,Incubus,1999,2006,7,2
207,Nice to Know You,Incubus,2001,283160,4,0.515,0.864,2,-5.384,1,0.0478,0.00182,7.32e-05,0.108,0.232,153.966,58,Alt. Rock,1155,Incubus,1999,2006,7,2
208,Wish You Were Here,Incubus,2001,212733,4,0.246,0.768,9,-7.48,1,0.0387,0.000631,0.301,0.102,0.35,169.873,70,Alt. Rock,1155,Incubus,1999,2006,7,2
209,Megalomaniac,Incubus,2004,294800,4,0.532,0.943,7,-4.549,0,0.0512,0.0056,0.000587,0.317,0.371,140.042,55,Alt. Rock,1155,Incubus,1999,2006,7,5
210,Anna Molly,Incubus,2006,225880,4,0.451,0.973,8,-2.611,1,0.0514,0.00428,7.36e-06,0.0924,0.628,151.885,60,Alt. Rock,1155,Incubus,1999,2006,7,7
211,Love Hurts,Incubus,2006,237066,4,0.474,0.805,4,-4.063,0,0.0266,0.0129,2.51e-06,0.175,0.409,78.102,56,Alt. Rock,1155,Incubus,1999,2006,7,7
212,Jane Says,Jane's Addiction,1988,287000,4,0.402,0.597,2,-9.258,1,0.0327,0.0385,2.09e-06,0.109,0.496,81.806,63,Alt. Rock,1212,Jane's Addiction,1988,1990,2,0
213,Mountain Song,Jane's Addiction,1988,242720,4,0.324,0.931,9,-6.803,1,0.0837,0.0155,0.0252,0.277,0.313,82.748,52,Alt. Rock,1212,Jane's Addiction,1988,1990,2,0
214,Ocean Size,Jane's Addiction,1988,259666,4,0.257,0.901,9,-9.074,1,0.0832,0.0896,0.0137,0.227,0.252,93.286,45,Alt. Rock,1212,Jane's Addiction,1988,1990,2,0
215,Been Caught Stealing,Jane's Addiction,1990,214706,4,0.639,0.929,0,-4.762,1,0.212,0.00326,0.0501,0.242,0.688,103.758,53,Alt. Rock,1212,Jane's Addiction,1988,1990,2,2
216,Classic Girl,Jane's Addiction,1990,307800,5,0.302,0.556,9,-9.448,1,0.0336,0.0248,0.002,0.107,0.243,112.559,29,Alt. Rock,1212,Jane's Addiction,1988,1990,2,2
217,I Would for You,Jane's Addiction,1990,232266,4,0.364,0.0287,11,-19.914,0,0.0327,0.963,0.00368,0.123,0.0982,135.95,34,Alt. Rock,1212,Jane's Addiction,1988,1990,2,2
218,Stop,Jane's Addiction,1990,254106,4,0.416,0.752,9,-8.239,1,0.111,0.0128,0.000527,0.595,0.354,122.789,44,Alt. Rock,1212,Jane's Addiction,1988,1990,2,2
219,Three Days,Jane's Addiction,1990,648506,4,0.286,0.837,9,-8.711,1,0.083,0.00445,0.0859,0.116,0.315,106.711,39,Alt. Rock,1212,Jane's Addiction,1988,1990,2,2
220,A Praise Chorus,Jimmy Eat World,2001,243506,4,0.461,0.936,9,-5.296,1,0.0678,0.0249,8.63e-06,0.222,0.484,184.184,51,Alt. Rock,1264,Jimmy Eat World,2001,2005,4,0
221,Bleed American,Jimmy Eat World,2001,181493,4,0.438,0.938,6,-5.611,0,0.094,0.00842,1.08e-06,0.806,0.584,160.212,65,Alt. Rock,1264,Jimmy Eat World,2001,2005,4,0
222,Goodbye Sky Harbor,Jimmy Eat World,2001,973173,4,0.657,0.697,9,-6.901,1,0.0232,0.145,0.096,0.2,0.678,135.315,28,Alt. Rock,1264,Jimmy Eat World,2001,2005,4,0
223,Hear You Me,Jimmy Eat World,2001,284373,3,0.465,0.517,4,-6.189,1,0.0284,0.00854,0.0403,0.209,0.137,136.176,61,Alt. Rock,1264,Jimmy Eat World,2001,2005,4,0
224,Sweetness,Jimmy Eat World,2001,220026,4,0.487,0.898,5,-4.436,1,0.038,0.00305,0.0,0.26,0.597,135.331,68,Alt. Rock,1264,Jimmy Eat World,2001,2005,4,0
225,The Middle,Jimmy Eat World,2001,165853,4,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,83,Alt. Rock,1264,Jimmy Eat World,2001,2005,4,0
226,Pain,Jimmy Eat World,2004,181306,4,0.39,0.965,0,-3.38,0,0.119,0.0181,0.0,0.583,0.195,168.006,47,Alt. Rock,1264,Jimmy Eat World,2001,2005,4,3
227,Work,Jimmy Eat World,2004,203506,4,0.544,0.926,8,-3.575,1,0.0634,0.00741,0.0,0.214,0.352,115.081,38,Alt. Rock,1264,Jimmy Eat World,2001,2005,4,3
228,Just Tonight,Jimmy Eat World,2005,206373,4,0.393,0.939,8,-3.457,0,0.0963,0.000134,0.000114,0.134,0.694,172.977,47,Alt. Rock,1264,Jimmy Eat World,2001,2005,4,4
229,Disorder - 2019 Digital Master,Joy Division,1979,212360,4,0.325,0.828,10,-6.272,0,0.117,0.000269,0.729,0.11,0.73,85.115,47,Alt. Rock,1370,Joy Division,1979,1980,1,0
230,Transmission,Joy Division,1979,218213,4,0.483,0.842,7,-7.126,1,0.0384,0.032,0.55,0.0962,0.668,153.594,26,Alt. Rock,1370,Joy Division,1979,1980,1,0
231,Warsaw - 2010 Remaster,Joy Division,1979,144661,4,0.561,0.7,0,-8.82,1,0.0798,0.356,2.96e-05,0.0723,0.607,82.857,48,Alt. Rock,1370,Joy Division,1979,1980,1,0
232,Atmosphere,Joy Division,1980,251866,4,0.611,0.435,6,-10.791,1,0.0308,0.214,0.474,0.102,0.436,120.066,30,Alt. Rock,1370,Joy Division,1979,1980,1,1
233,Dead Souls - 2007 Remaster,Joy Division,1980,293693,4,0.484,0.962,5,-5.317,1,0.0585,0.0496,0.668,0.116,0.633,116.795,39,Alt. Rock,1370,Joy Division,1979,1980,1,1
234,Isolation - 2007 Remaster,Joy Division,1980,175093,4,0.544,0.783,0,-8.12,1,0.054,0.048,0.00734,0.0917,0.697,151.522,47,Alt. Rock,1370,Joy Division,1979,1980,1,1
235,Love Will Tear Us Apart,Joy Division,1980,206226,4,0.524,0.921,2,-7.709,1,0.0367,0.00103,0.768,0.128,0.908,146.849,39,Alt. Rock,1370,Joy Division,1979,1980,1,1
236,New Dawn Fades - 2007 Remaster,Joy Division,1980,291706,4,0.387,0.525,2,-9.634,1,0.035,0.00236,0.769,0.251,0.258,78.339,48,Alt. Rock,1370,Joy Division,1979,1980,1,1
237,Shadowplay - 2019 Digital Master,Joy Division,1980,235653,4,0.423,0.769,9,-7.2,1,0.0617,0.00107,0.862,0.135,0.109,145.386,44,Alt. Rock,1370,Joy Division,1979,1980,1,1
238,She's Lost Control - 2007 Remaster,Joy Division,1980,237013,4,0.485,0.846,11,-7.63,0,0.0528,0.0157,0.0287,0.0766,0.743,144.246,55,Alt. Rock,1370,Joy Division,1979,1980,1,1
239,"21st Century Schizoid Man - Including ""Mirrors""",King Crimson,1969,442580,4,0.342,0.701,7,-9.916,0,0.0626,0.000409,0.588,0.197,0.558,139.563,55,Alt. Rock,1451,King Crimson,1969,1981,12,0
240,"Epitaph - Including ""March for No Reason"" and ""Tomorrow and Tomorrow""",King Crimson,1969,526822,4,0.284,0.318,4,-12.919,0,0.0319,0.00721,0.00864,0.0858,0.0924,131.699,53,Alt. Rock,1451,King Crimson,1969,1981,12,0
241,"The Court Of The Crimson King - Including ""The Return of the Fire Witch"" and ""The Dance of the Puppets""",King Crimson,1969,602530,4,0.337,0.344,4,-12.079,0,0.0429,0.0832,0.207,0.224,0.0704,135.871,52,Alt. Rock,1451,King Crimson,1969,1981,12,0
242,The Devils Triangle,King Crimson,1969,697023,5,0.191,0.458,2,-15.031,1,0.0513,0.00395,0.818,0.0785,0.08,117.85,28,Alt. Rock,1451,King Crimson,1969,1981,12,0
243,The Night Watch,King Crimson,1973,281611,4,0.264,0.305,11,-15.952,0,0.0413,0.0407,0.0164,0.19,0.125,118.221,30,Alt. Rock,1451,King Crimson,1969,1981,12,4
244,Red,King Crimson,1974,375748,4,0.295,0.743,9,-8.564,1,0.03,0.00278,0.877,0.16,0.119,88.089,40,Alt. Rock,1451,King Crimson,1969,1981,12,5
245,Indiscipline,King Crimson,1981,273000,4,0.355,0.452,7,-10.786,0,0.0525,0.0168,0.298,0.0933,0.594,121.455,38,Alt. Rock,1451,King Crimson,1969,1981,12,12
246,A.D.I.D.A.S.,Korn,1996,153600,4,0.334,0.898,11,-6.821,0,0.196,0.00406,0.0202,0.162,0.226,110.364,66,Alt. Rock,1465,Korn,1996,2005,9,0
247,Blind,Korn,1997,258266,4,0.283,0.891,2,-8.165,1,0.178,0.00678,0.0038,0.159,0.226,92.049,69,Alt. Rock,1465,Korn,1996,2005,9,1
248,Freak On a Leash,Korn,1998,255733,4,0.353,0.898,2,-5.877,1,0.052,2.23e-05,0.105,0.39,0.525,103.299,78,Alt. Rock,1465,Korn,1996,2005,9,2
249,Got the Life,Korn,1998,225306,4,0.498,0.905,11,-5.721,0,0.0521,1.85e-05,0.765,0.383,0.584,123.338,72,Alt. Rock,1465,Korn,1996,2005,9,2
250,Falling Away from Me,Korn,1999,270920,4,0.468,0.769,4,-7.036,1,0.041,0.00014,0.00124,0.271,0.17,104.102,72,Alt. Rock,1465,Korn,1996,2005,9,3
251,Make Me Bad,Korn,1999,235613,4,0.531,0.793,11,-6.889,0,0.0496,0.000192,0.0241,0.229,0.417,110.003,64,Alt. Rock,1465,Korn,1996,2005,9,3
252,Twist,Korn,1999,49213,4,0.558,0.989,1,-5.041,0,0.158,0.395,9.81e-05,0.375,0.635,83.071,65,Alt. Rock,1465,Korn,1996,2005,9,3
253,Here to Stay,Korn,2002,270960,4,0.564,0.947,2,-4.998,1,0.0448,7.81e-06,0.828,0.373,0.351,100.002,64,Alt. Rock,1465,Korn,1996,2005,9,6
254,Thoughtless,Korn,2002,272920,4,0.593,0.933,5,-4.894,1,0.119,0.000445,0.384,0.068,0.497,153.993,56,Alt. Rock,1465,Korn,1996,2005,9,6
255,Coming Undone,Korn,2005,199773,4,0.687,0.677,2,-4.172,1,0.0508,0.000643,0.000137,0.0564,0.545,75.052,75,Alt. Rock,1465,Korn,1996,2005,9,9
256,Crawling,Linkin Park,2001,208960,4,0.58,0.702,4,-5.565,1,0.0337,0.0466,3.2e-06,0.536,0.299,105.076,79,Alt. Rock,1542,Linkin Park,2001,2007,6,0
257,In the End,Linkin Park,2001,216880,4,0.556,0.864,3,-5.87,0,0.0584,0.00958,0.0,0.209,0.4,105.143,86,Alt. Rock,1542,Linkin Park,2001,2007,6,0
258,One Step Closer,Linkin Park,2001,157333,4,0.492,0.969,9,-4.419,1,0.0491,0.0014,1.32e-06,0.0787,0.538,95.136,80,Alt. Rock,1542,Linkin Park,2001,2007,6,0
259,Papercut,Linkin Park,2001,184866,4,0.524,0.939,9,-3.994,1,0.113,0.00022,0.0,0.623,0.661,150.184,78,Alt. Rock,1542,Linkin Park,2001,2007,6,0
260,Faint,Linkin Park,2003,162106,4,0.554,0.98,4,-3.514,1,0.108,0.127,0.0,0.0833,0.611,135.12,80,Alt. Rock,1542,Linkin Park,2001,2007,6,2
261,Numb,Linkin Park,2003,187520,4,0.488,0.87,6,-4.185,0,0.0421,0.00353,0.0,0.484,0.211,110.072,84,Alt. Rock,1542,Linkin Park,2001,2007,6,2
262,Somewhere I Belong,Linkin Park,2003,213933,4,0.451,0.951,1,-3.754,1,0.0645,0.000386,2.56e-06,0.261,0.441,162.041,71,Alt. Rock,1542,Linkin Park,2001,2007,6,2
263,Breaking the Habit,Linkin Park,2005,196133,4,0.58,0.865,4,-4.359,0,0.0313,0.105,0.0,0.106,0.587,100.016,66,Alt. Rock,1542,Linkin Park,2001,2007,6,4
264,Bleed It Out,Linkin Park,2007,164426,4,0.541,0.969,11,-3.439,1,0.0458,0.113,0.0,0.638,0.599,140.119,79,Alt. Rock,1542,Linkin Park,2001,2007,6,6
265,I'm Waiting for the Man - May 1965 Demo,Lou Reed,1965,283853,4,0.61,0.224,5,-13.471,1,0.0314,0.981,0.0259,0.153,0.349,99.035,17,Alt. Rock,1592,Lou Reed,1965,1975,10,0
266,Perfect Day,Lou Reed,1972,225000,3,0.4,0.267,10,-12.488,1,0.0323,0.744,0.00734,0.103,0.0872,144.799,66,Alt. Rock,1592,Lou Reed,1965,1975,10,7
267,Satellite of Love,Lou Reed,1972,221120,4,0.458,0.502,5,-10.186,1,0.0294,0.442,5.51e-06,0.299,0.571,121.861,56,Alt. Rock,1592,Lou Reed,1965,1975,10,7
268,Sweet Jane,Lou Reed,1972,477106,4,0.394,0.649,4,-12.938,1,0.0571,0.178,0.311,0.212,0.699,111.317,27,Alt. Rock,1592,Lou Reed,1965,1975,10,7
269,Vicious,Lou Reed,1972,176533,4,0.605,0.846,2,-7.755,1,0.0337,0.0006,0.886,0.0526,0.952,124.247,52,Alt. Rock,1592,Lou Reed,1965,1975,10,7
270,Walk On the Wild Side,Lou Reed,1972,254173,4,0.575,0.318,0,-16.729,1,0.109,0.683,0.000202,0.0934,0.385,104.522,75,Alt. Rock,1592,Lou Reed,1965,1975,10,7
271,Heroin - Live,Lou Reed,1974,783373,4,0.259,0.623,0,-9.512,1,0.103,0.218,0.127,0.991,0.197,169.863,30,Alt. Rock,1592,Lou Reed,1965,1975,10,9
272,Rock 'N' Roll - Live,Lou Reed,1974,608840,4,0.442,0.861,5,-8.781,1,0.132,0.211,0.0637,0.954,0.526,138.158,31,Alt. Rock,1592,Lou Reed,1965,1975,10,9
273,Coney Island Baby,Lou Reed,1975,395226,4,0.536,0.432,0,-9.495,1,0.0364,0.547,9.93e-05,0.128,0.474,80.34,48,Alt. Rock,1592,Lou Reed,1965,1975,10,10
274,Dramamine,Modest Mouse,1996,342000,3,0.378,0.736,4,-9.438,0,0.0407,0.326,0.105,0.107,0.796,182.672,56,Alt. Rock,1787,Modest Mouse,1996,2015,19,0
275,3rd Planet,Modest Mouse,2000,238493,4,0.536,0.567,7,-7.512,1,0.113,0.326,1.87e-05,0.109,0.433,82.191,47,Alt. Rock,1787,Modest Mouse,1996,2015,19,4
